ResourceProvider,ResourceType,Description,Operation
Microsoft.IndustryDataLifecycle,none,read custodianCollaboratives,Microsoft.IndustryDataLifecycle/custodianCollaboratives/read
Microsoft.IndustryDataLifecycle,none,write custodianCollaboratives,Microsoft.IndustryDataLifecycle/custodianCollaboratives/write
Microsoft.IndustryDataLifecycle,none,delete custodianCollaboratives/dataModels,Microsoft.IndustryDataLifecycle/custodianCollaboratives/dataModels/delete
Microsoft.IndustryDataLifecycle,none,read custodianCollaboratives/dataModels,Microsoft.IndustryDataLifecycle/custodianCollaboratives/dataModels/read
Microsoft.IndustryDataLifecycle,none,write custodianCollaboratives/dataModels,Microsoft.IndustryDataLifecycle/custodianCollaboratives/dataModels/write
Microsoft.IndustryDataLifecycle,none,read custodianCollaboratives/dataModels/validationRule,Microsoft.IndustryDataLifecycle/custodianCollaboratives/dataModels/validationRule/read
Microsoft.IndustryDataLifecycle,none,write custodianCollaboratives/dataModels/validationRule,Microsoft.IndustryDataLifecycle/custodianCollaboratives/dataModels/validationRule/write
Microsoft.IndustryDataLifecycle,none,read custodianCollaboratives/organizations,Microsoft.IndustryDataLifecycle/custodianCollaboratives/organizations/read
Microsoft.IndustryDataLifecycle,none,read custodianCollaboratives/validationRule,Microsoft.IndustryDataLifecycle/custodianCollaboratives/validationRule/read
Microsoft.IndustryDataLifecycle,none,write custodianCollaboratives/validationRule,Microsoft.IndustryDataLifecycle/custodianCollaboratives/validationRule/write
Microsoft.IndustryDataLifecycle,none,action derivedModels/export,Microsoft.IndustryDataLifecycle/derivedModels/export/action
Microsoft.IndustryDataLifecycle,none,action derivedModels/generateData,Microsoft.IndustryDataLifecycle/derivedModels/generateData/action
Microsoft.IndustryDataLifecycle,none,action derivedModels/generateSchema,Microsoft.IndustryDataLifecycle/derivedModels/generateSchema/action
Microsoft.IndustryDataLifecycle,none,delete derivedModels,Microsoft.IndustryDataLifecycle/derivedModels/delete
Microsoft.IndustryDataLifecycle,none,read derivedModels,Microsoft.IndustryDataLifecycle/derivedModels/read
Microsoft.IndustryDataLifecycle,none,write derivedModels,Microsoft.IndustryDataLifecycle/derivedModels/write
Microsoft.IndustryDataLifecycle,none,read derivedModels/entities,Microsoft.IndustryDataLifecycle/derivedModels/entities/read
Microsoft.IndustryDataLifecycle,none,read derivedModels/relationships,Microsoft.IndustryDataLifecycle/derivedModels/relationships/read
Microsoft.IndustryDataLifecycle,none,read derivedModels/searchEntities,Microsoft.IndustryDataLifecycle/derivedModels/searchEntities/read
Microsoft.IndustryDataLifecycle,none,delete modelMappings,Microsoft.IndustryDataLifecycle/modelMappings/delete
Microsoft.IndustryDataLifecycle,none,read modelMappings,Microsoft.IndustryDataLifecycle/modelMappings/read
Microsoft.IndustryDataLifecycle,none,write modelMappings,Microsoft.IndustryDataLifecycle/modelMappings/write
Microsoft.IndustryDataLifecycle,none,action generateMappingTemplate,Microsoft.IndustryDataLifecycle/generateMappingTemplate/action
Microsoft.IndustryDataLifecycle,none,delete pipelineSets,Microsoft.IndustryDataLifecycle/pipelineSets/delete
Microsoft.IndustryDataLifecycle,none,read pipelineSets,Microsoft.IndustryDataLifecycle/pipelineSets/read
Microsoft.IndustryDataLifecycle,none,write pipelineSets,Microsoft.IndustryDataLifecycle/pipelineSets/write
Microsoft.IndustryDataLifecycle,operations,read operations,Microsoft.IndustryDataLifecycle/operations/read
microsoft.insights,actiongroups,Create or update an action group,Microsoft.Insights/ActionGroups/Write
microsoft.insights,actiongroups,Delete an action group,Microsoft.Insights/ActionGroups/Delete
microsoft.insights,actiongroups,Read an action group,Microsoft.Insights/ActionGroups/Read
microsoft.insights,activityLogAlerts,Activity Log Alert activated,Microsoft.Insights/ActivityLogAlerts/Activated/Action
microsoft.insights,activityLogAlerts,Create or update an activity log alert,Microsoft.Insights/ActivityLogAlerts/Write
microsoft.insights,activityLogAlerts,Delete an activity log alert,Microsoft.Insights/ActivityLogAlerts/Delete
microsoft.insights,activityLogAlerts,Read an activity log alert,Microsoft.Insights/ActivityLogAlerts/Read
microsoft.insights,alertrules,Read a classic metric alert incident,Microsoft.Insights/AlertRules/Incidents/Read
microsoft.insights,alertrules,Classic metric alert activated,Microsoft.Insights/AlertRules/Activated/Action
microsoft.insights,alertrules,Classic metric alert resolved,Microsoft.Insights/AlertRules/Resolved/Action
microsoft.insights,alertrules,Classic metric alert rule throttled,Microsoft.Insights/AlertRules/Throttled/Action
microsoft.insights,alertrules,Create or update a classic metric alert,Microsoft.Insights/AlertRules/Write
microsoft.insights,alertrules,Delete a classic metric alert,Microsoft.Insights/AlertRules/Delete
microsoft.insights,alertrules,Read a classic metric alert,Microsoft.Insights/AlertRules/Read
microsoft.insights,autoscalesettings,Autoscale scale down completed,Microsoft.Insights/AutoscaleSettings/ScaledownResult/Action
microsoft.insights,autoscalesettings,Autoscale scale down initiated,Microsoft.Insights/AutoscaleSettings/Scaledown/Action
microsoft.insights,autoscalesettings,Autoscale scale up completed,Microsoft.Insights/AutoscaleSettings/ScaleupResult/Action
microsoft.insights,autoscalesettings,Autoscale scale up initiated,Microsoft.Insights/AutoscaleSettings/Scaleup/Action
microsoft.insights,autoscalesettings,Create or update an autoscale setting,Microsoft.Insights/AutoscaleSettings/Write
microsoft.insights,autoscalesettings,Delete an autoscale setting,Microsoft.Insights/AutoscaleSettings/Delete
microsoft.insights,autoscalesettings,Read an autoscale setting,Microsoft.Insights/AutoscaleSettings/Read
microsoft.insights,autoscalesettings,Read log definitions,Microsoft.Insights/AutoscaleSettings/providers/Microsoft.Insights/logDefinitions/Read
microsoft.insights,autoscalesettings,Read metric definitions,Microsoft.Insights/AutoscaleSettings/providers/Microsoft.Insights/MetricDefinitions/Read
microsoft.insights,autoscalesettings,Create or update a resource diagnostic setting,Microsoft.Insights/AutoscaleSettings/providers/Microsoft.Insights/diagnosticSettings/Write
microsoft.insights,autoscalesettings,Read a resource diagnostic setting,Microsoft.Insights/AutoscaleSettings/providers/Microsoft.Insights/diagnosticSettings/Read
microsoft.insights,baseline,Read a metric baseline (preview),Microsoft.Insights/Baseline/Read
microsoft.insights,calculatebaseline,Calculate baseline for metric values (preview),Microsoft.Insights/CalculateBaseline/Read
microsoft.insights,components,Deleting an Application Insights ALM integration configuration,Microsoft.Insights/Components/WorkItemConfigs/Delete
microsoft.insights,components,Reading an Application Insights ALM integration configuration,Microsoft.Insights/Components/WorkItemConfigs/Read
microsoft.insights,components,Writing an Application Insights ALM integration configuration,Microsoft.Insights/Components/WorkItemConfigs/Write
microsoft.insights,components,Reading an Application Insights default ALM integration configuration,Microsoft.Insights/Components/DefaultWorkItemConfig/Read
microsoft.insights,components,Deleting an Application Insights analytics item,Microsoft.Insights/Components/AnalyticsItems/Delete
microsoft.insights,components,Reading an Application Insights analytics item,Microsoft.Insights/Components/AnalyticsItems/Read
microsoft.insights,components,Writing an Application Insights analytics item,Microsoft.Insights/Components/AnalyticsItems/Write
microsoft.insights,components,Deleting an Application Insights personal analytics item,Microsoft.Insights/Components/MyAnalyticsItems/Delete
microsoft.insights,components,Reading an Application Insights personal analytics item,Microsoft.Insights/Components/MyAnalyticsItems/Read
microsoft.insights,components,Writing an Application Insights personal analytics item,Microsoft.Insights/Components/MyAnalyticsItems/Write
microsoft.insights,components,Deleting an Application Insights analytics table schema,Microsoft.Insights/Components/AnalyticsTables/Delete
microsoft.insights,components,Reading an Application Insights analytics table schema,Microsoft.Insights/Components/AnalyticsTables/Read
microsoft.insights,components,Writing an Application Insights analytics table schema,Microsoft.Insights/Components/AnalyticsTables/Write
microsoft.insights,components,Writing an Application Insights annotation,Microsoft.Insights/Components/Annotations/Write
microsoft.insights,components,Deleting an Application Insights annotation,Microsoft.Insights/Components/Annotations/Delete
microsoft.insights,components,Reading an Application Insights annotation,Microsoft.Insights/Components/Annotations/Read
microsoft.insights,components,Deleting an Application Insights API key,Microsoft.Insights/Components/ApiKeys/Delete
microsoft.insights,components,Reading an Application Insights API key,Microsoft.Insights/Components/ApiKeys/Read
microsoft.insights,components,Reading Application Insights component available billing features,Microsoft.Insights/Components/GetAvailableBillingFeatures/Read
microsoft.insights,components,Reading Application Insights component data API,Microsoft.Insights/Components/Api/Read
microsoft.insights,components,Reading Application Insights component extended query results,Microsoft.Insights/Components/ExtendQueries/Read
microsoft.insights,components,Reading Application Insights component feature capabilities,Microsoft.Insights/Components/FeatureCapabilities/Read
microsoft.insights,components,Reading Application Insights component metric definitions,Microsoft.Insights/Components/MetricDefinitions/Read
microsoft.insights,components,Reading Application Insights component quota status,Microsoft.Insights/Components/QuotaStatus/Read
microsoft.insights,components,Reading an Application Insights component token,Microsoft.Insights/Components/GetToken/Read
microsoft.insights,components,Application Insights analytics table action,Microsoft.Insights/Components/AnalyticsTables/Action
microsoft.insights,components,Generating an Application Insights API key,Microsoft.Insights/Components/ApiKeys/Action
microsoft.insights,components,Reached the daily cap for Application Insights component,Microsoft.Insights/Components/DailyCapReached/Action
microsoft.insights,components,Reached the daily cap warning threshold for Application Insights component,Microsoft.Insights/Components/DailyCapWarningThresholdReached/Action
microsoft.insights,components,Deleting an application insights component configuration,Microsoft.Insights/Components/Delete
microsoft.insights,components,Move an Application Insights Component to another resource group or subscription,Microsoft.Insights/Components/Move/Action
microsoft.insights,components,Reading an application insights component configuration,Microsoft.Insights/Components/Read
microsoft.insights,components,Writing to an application insights component configuration,Microsoft.Insights/Components/Write
microsoft.insights,components,Application Insights export settings action,Microsoft.Insights/Components/ExportConfiguration/Action
microsoft.insights,components,Purging data from Application Insights,Microsoft.Insights/Components/Purge/Action
microsoft.insights,components,Deleting Application Insights export settings,Microsoft.Insights/Components/ExportConfiguration/Delete
microsoft.insights,components,Reading Application Insights export settings,Microsoft.Insights/Components/ExportConfiguration/Read
microsoft.insights,components,Writing Application Insights export settings,Microsoft.Insights/Components/ExportConfiguration/Write
microsoft.insights,components,Writing an Application Insights favorite,Microsoft.Insights/Components/Favorites/Write
microsoft.insights,components,Deleting an Application Insights favorite,Microsoft.Insights/Components/Favorites/Delete
microsoft.insights,components,Reading an Application Insights favorite,Microsoft.Insights/Components/Favorites/Read
microsoft.insights,components,Reading an Application Insights personal favorite,Microsoft.Insights/Components/MyFavorites/Read
microsoft.insights,components,Get status of long-running operations in Application Insights,Microsoft.Insights/Components/Operations/Read
microsoft.insights,components,Reading Application Insights proactive detection configuration,Microsoft.Insights/Components/ProactiveDetectionConfigs/Read
microsoft.insights,components,Writing Application Insights proactive detection configuration,Microsoft.Insights/Components/ProactiveDetectionConfigs/Write
microsoft.insights,components,Reading Application Insights webtest locations,Microsoft.Insights/Components/SyntheticMonitorLocations/Read
microsoft.insights,components,Reading a billing plan for Application Insights component,Microsoft.Insights/Components/BillingPlanForComponent/Read
microsoft.insights,components,Reading current billing features for Application Insights component,Microsoft.Insights/Components/CurrentBillingFeatures/Read
microsoft.insights,components,Writing current billing features for Application Insights component,Microsoft.Insights/Components/CurrentBillingFeatures/Write
microsoft.insights,components,Read log definitions,Microsoft.Insights/Components/providers/Microsoft.Insights/logDefinitions/Read
microsoft.insights,components,Read metric definitions,Microsoft.Insights/Components/providers/Microsoft.Insights/MetricDefinitions/Read
microsoft.insights,components,Create or update a resource diagnostic setting,Microsoft.Insights/Components/providers/Microsoft.Insights/diagnosticSettings/Write
microsoft.insights,components,Read a resource diagnostic setting,Microsoft.Insights/Components/providers/Microsoft.Insights/diagnosticSettings/Read
microsoft.insights,components,Reading a webtest configuration,Microsoft.Insights/Components/Webtests/Read
microsoft.insights,components/events,Get logs from Application Insights using OData query format,Microsoft.Insights/Components/Events/Read
microsoft.insights,components/linkedstorageaccounts,n/a,n/a
microsoft.insights,components/metadata,n/a,n/a
microsoft.insights,components/metrics,Reading Application Insights component metrics,Microsoft.Insights/Components/Metrics/Read
microsoft.insights,components/pricingPlans,Reading an Application Insights component pricing plan,Microsoft.Insights/Components/PricingPlans/Read
microsoft.insights,components/pricingPlans,Writing an Application Insights component pricing plan,Microsoft.Insights/Components/PricingPlans/Write
microsoft.insights,components/query,Run queries against Application Insights logs,Microsoft.Insights/Components/Query/Read
